"type","indicator","classification","source","notes","references"
"domain","uspskv.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-pksc.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslv.lat","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsbomom.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspszah.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","tools-uspstracking.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsla.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us18-usps.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","problempackage-usps.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","tracking-enter.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-us68.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","hqbkehyy.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsvvty.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsecn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-uspsus.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspssentaddress.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsohamin.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspseddyy.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspszh.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsins.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us100.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsawpn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsav.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us24-usps.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsoposta-us.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comifgnuber-usps.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslo.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","team-usps.xyz","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","repack-service.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-trackingsend.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsgj.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","bmjhq.vip","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-live.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-adresstrack.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-addsrer.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshlm.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsli.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-xydf.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslose-sspp.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-xdxj.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","yyd-usps.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ceservice-usps.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshu.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsagk.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsnm.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsmk.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsha.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslva.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-lookup.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-ground.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-ww.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsnw.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-sendpackages.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsltv.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshgka.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstx.vip","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsjs.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","beautyp.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsau1.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","issue-parcel.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsbcc.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspspost-jix.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslcx.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslost007.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-us76.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps1.vip","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstgyy.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsheh.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspskax.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsms.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","clientorder.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usas-usps.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","serve-ad.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsin.lat","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usdeliveerdd.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","pack-usps.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-checkorder.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsbp.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","xkitbpez.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-warning.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsss.lat","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsik.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-ae.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ef-usps.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-accept.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspspoh.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-order-tracking.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-cffgs.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps1-pack.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsneiq.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsvt.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspscvz.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","widqv.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstua.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstop.cn","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsjump.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","postalcare-usps.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsaq.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","repack-mn-usps.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsooy.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsshoptoday.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsl.cc","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-us8.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-team.site","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","shippingdelaytracker.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstauthority.vip","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsgwr.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspseg.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","address-usps-serve.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","lbjbpzsu.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsshine.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsaty.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsspe.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsskknm.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsusu-usvip.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","suspse.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspszz.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsow.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mytrackr-uspdf.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-life.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspserr.cn","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsym.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshtg.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","rwuwgled.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","unhltsgr.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsdek.site","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-fill.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspspey.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsc9.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsootu.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsltu.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
