"type","indicator","classification","references"
"domain","mcdonaldsoae[.]razonforukraine[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","medhelpukraine2022[.]org","suspicious",""
"domain","media-ukraine[.]com","parked",""
"domain","mediaukraine[.]biz","suspicious",""
"domain","mightytoolukraine[.]com","phishing","https://www.williams-sonoma.com/"
"domain","mirtokla[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","mloukraine[.]org","unavailable",""
"domain","mmusic[.]ru[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","monoglobalinvestment[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","mothersforukraine[.]org","unavailable",""
"domain","mriya-ukraine[.]org","parked",""
"domain","muonroimasaovancon[.]xyz","malware",""
"domain","muskukraine[.]com","unavailable",""
"domain","my2000stv[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","mypuppy[.]com[.]au","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","narbonneukraine[.]com","parked",""
"domain","nasrtravel[.]com","suspicious","https://www.virustotal.com/gui/domain/ukraine.nasrtravel.com"
"domain","networkukraine[.]eu","unavailable",""
"domain","newremc22[.]ddns[.]net","malware","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-campaign-briefs/ukraine-war-malspam-delivers-remcos/"
"domain","nexfane[.]co","phishing","https://www.virustotal.com/gui/domain/nexfane.co"
"domain","nftsupportukraine[.]com","suspicious","https://urlscan.io/result/5b8b946c-1dd5-4d35-a434-457b5d520559/,https://urlscan.io/result/05d61ad7-aaba-4fcb-a27a-feaea03ab87e/"
"domain","nirsoft[.]me","malware","https://cert.gov.ua/article/37704"
"domain","nordicsosukraine[.]org","suspicious",""
"domain","nothilfe-ukraine[.]de","suspicious",""
"domain","nowarinukraine[.]shop","phishing",""
"domain","nowarinukraine[.]xyz","parked","https://urlscan.io/result/f54f81e9-ed4c-43a8-a49b-6919b2d127ee/"
"domain","nowarukraine[.]online","parked",""
"domain","nowinukraine[.]info","suspicious",""
"domain","nwinukraine[.]uno","parked",""
"domain","o9fasttrrerr[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","obalaplus[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","oc-blocl[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","olgasgirlfriends[.]com","parked",""
"domain","opendoorukraine[.]com","suspicious",""
"domain","opportunityukraine[.]net","unavailable",""
"domain","outliok[.]winase[.]xyz","phishing","https://mobile.twitter.com/DonPasci/status/1511450145552052232"
"domain","outsourcing-ukraine[.]com","suspicious","https://www.virustotal.com/gui/domain/outsourcing-ukraine.com/detection,https://urlscan.io/result/72bad5ad-d230-40bb-83c7-9674f46e7197/,https://research.domaintools.com/iris/investigations/923902/search/08798905-dcf0-4f72-83c3-831be57d05be/ec124edc-f702-43d9-96a0-76d17ee16a4e"
"domain","pactukraine[.]org[.]ua","unavailable",""
"domain","pakukrainecentre[.]com","suspicious",""
"domain","pakukrainecentre[.]com[.]firpogroup[.]net","suspicious","https://urlscan.io/result/d9e0ef6d-85ce-42fb-8bf3-1f299360b698/"
"domain","pakukrainecentre[.]firpogroup[.]net","suspicious","https://urlscan.io/result/d9e0ef6d-85ce-42fb-8bf3-1f299360b698/"
"domain","passport[.]command-email[.]online","phishing","https://latestpagenews.com/technology/phishing-attacks-russian-hackers-disguised-themselves-as-ukrainian-military-personnel/"
"domain","paxukraine[.]com","parked","https://urlscan.io/result/85fa6517-eb57-4e07-af8e-625eff1ed6ce/"
"domain","payroll-ukraine[.]com","suspicious","https://www.virustotal.com/gui/domain/payroll-ukraine.com/relations,https://research.domaintools.com/iris/investigations/923902/search/08798905-dcf0-4f72-83c3-831be57d05be/0252da85-ebcd-4d03-a3fe-e5db019bb787"
"domain","paytoukraine[.]space","phishing",""
"domain","peace4ukraine[.]com","parked","https://urlscan.io/result/3f31a578-6123-4d06-9b82-aa74a9652aab/"
"domain","peaceforukraine[.]us","suspicious",""
"domain","peaceinukraine[.]life","unavailable",""
"domain","people-it[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","perevod-ukraine[.]site","suspicious",""
"domain","petsforukraine[.]net","parked",""
"domain","pitroksa[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","pixel4ukraine[.]com","parked",""
"domain","playforukraine[.]org","suspicious",""
"domain","pleasehelpthearmyofukraine[.]com","phishing","https://bank.gov.ua/en/news/all/natsionalniy-bank-vidkriv-spetsrahunok-dlya-zboru-koshtiv-na-potrebi-armiyi"
"domain","pmiforukraine[.]eu","parked",""
"domain","pnysd[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","po4ntn[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","poconoswithukraine[.]org","phishing","https://www.scamdoc.com/view/829499"
"domain","pofnhib[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","pomoshukraine[.]akulasystems[.]com","phishing","https://urlscan.io/result/a2efecf8-340b-40b6-adb0-481ed55f8762/"
"domain","pomoshukraine[.]org","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","pop[.]prayforukraine[.]online","phishing","https://www.blockchain.com/btc/address/bc1qqhp50p9z3r4shyyu6ptuwupcyswla3zlaa69hx"
"domain","portrait-ukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","portsukraine[.]com","suspicious",""
"domain","poryadukraine[.]com","suspicious",""
"domain","potencyvator[.]co","phishing","https://urlscan.io/result/cad2d409-6ba8-414e-ab77-a7718473077f/"
"domain","powukraine[.]org","propaganda",""
"domain","practiseblog107[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","prayandgiveukraine[.]com","unavailable",""
"domain","prayforukraine[.]online","phishing","https://www.blockchain.com/btc/address/bc1qqhp50p9z3r4shyyu6ptuwupcyswla3zlaa69hx"
"domain","prayforukraine[.]world","unavailable",""
"domain","prayforukrainians[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","premiumlists[.]ru","malware","https://www.joesandbox.com/analysis/589426/0/html"
"domain","print-for-ukraine[.]com","suspicious",""
"domain","print-from-ukraine[.]com","suspicious",""
"domain","printdrive4ukraine[.]org","suspicious",""
"domain","printsaleforukraine[.]com","suspicious",""
"domain","printsforukraine[.]com","suspicious",""
"domain","pritto4523463[.]xyz","malware",""
"domain","pritto456123[.]xyz","malware",""
"domain","pritto4563[.]xyz","malware",""
"domain","privat-service[.]online","phishing","https://urlscan.io/result/344fb66d-e9c0-4f3c-8466-f7c18aef075e/
,
https://urlscan.io/result/805ad4b5-1cfe-48c0-b496-8f5e581da39e/
, https://urlscan.io/result/4495bbce-8df3-4cf5-bb2a-3c7bf4002d72/
, https://urlscan.io/result/4cc60531-2d3f-4983-8717-8f59f9c8f6a6/"
"domain","projecthopeinukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","projectsunflowerukraine[.]com","suspicious",""
"domain","projectukrainenow[.]org","phishing",""
"domain","protect-ukraine[.]net","suspicious",""
"domain","protectukraine[.]co","unavailable",""
"domain","protectukraine[.]live","unavailable",""
"domain","protectukraine[.]org","phishing",""
"domain","purelean[.]biz","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","q34yfhh897[.]xyz","malware",""
"domain","racephotos[.]in","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","rancho[.]uniquelab[.]buzz","suspicious","https://research.domaintools.com/iris/investigations/896649/search/7f71f422-e8e1-4bae-a752-98257f2cc7d6/56f21ec5-ccb0-4997-a942-7f1381e3603b"
"domain","rapidresponseukraine[.]com","suspicious",""
"domain","rawpixal[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","raybens[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","razomforukraine[.]co","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","razomforukraine[.]com","parked",""
"domain","razomfourukraine[.]org","parked",""
"domain","razonforukraine[.]com","phishing","https://www.virustotal.com/gui/domain/razonforukraine.com"
"domain","reconstructionofukraine[.]org","parked",""
"domain","red-service-ukraine[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","redcrosssupportukrainecrisis[.]org","parked",""
"domain","redcrossukraine[.]org","phishing",""
"domain","reds101-ua[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","reiki-sessions-ukraine[.]epizy[.]com","other","https://urlscan.io/result/965c7ba7-8a88-4fd4-ac81-5aed0c218aa5/content/"
"domain","reistandingwithukrainegiveaway[.]com","unavailable",""
"domain","remoteukraine[.]com","parked",""
"domain","rescueukraine[.]de","suspicious",""
"domain","resistence-ukraine-otan[.]com","spam",""
"domain","restartukraine[.]io","suspicious","https://www.noordhollandsdagblad.nl/cnt/dmf20220321_86962062?utm_source=www.virustotal.com&utm_medium=referral&utm_content=/"
"domain","resumeforukraine[.]org","suspicious",""
"domain","reviveall[.]biz","phishing","https://urlscan.io/result/cc6e4a1e-b2a7-4d6b-9640-20dd443a1d72/"
"domain","ribbonsforukraine[.]com","suspicious",""
"domain","rngmebell[.]com","phishing","https://urlscan.io/result/c08b74f0-a5be-473e-8126-d4947ec99af4/#summary,virustotal.com/gui/url/335d3010bdf44b4b8a893a01415b85a696ab1cc63eaff55f78a74aad0170f823/details"
"domain","rsukraine[.]net","phishing",""
"domain","ruffukraine[.]org","unavailable",""
"domain","runforukraine[.]com[.]pl","suspicious","https://www.virustotal.com/gui/ip-address/2.57.138.79/relations"
"domain","russia-ukraine[.]us","parked",""
"domain","russiainukraine[.]com","phishing",""
"domain","russiaukraine[.]com","parked",""
"domain","russiaukraineinvasion[.]com","unavailable",""
"domain","russiavsukraine[.]xyz","parked",""
"domain","safelivesukraine[.]com","unavailable",""
"domain","safelivesukraine[.]org","suspicious",""
"domain","safeukrainian[.]live","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","sarahkringe[.]de","suspicious","https://urlscan.io/result/0a449273-3823-4b49-a90a-3e63cef95e27/"
"domain","satmarukraine[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","save-ukraine-coin[.]com","suspicious","https://crystalblockchain.com/verified-ukraine-donation-programs-list/ 

https://www.blockchain.com/eth/address/0x9a9e668e8d74ec17d3f3ffda73a2a51b1b28ed33
"
"domain","save-ukraine[.]charity","suspicious","https://twitter.com/SavUkraine"
"domain","save-ukraine[.]life","suspicious",""
"domain","savelife-ukraine[.]com","phishing",""
"domain","savelife[.]ukraine[.]au[.]hashinq24[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","savelifeukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","savelivesukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","savethechildrencrypto[.]online","phishing",""
"domain","savethechildrenukraine[.]info","phishing",""
"domain","savethekidsukraine[.]com","parked",""
"domain","savetheukrainekids[.]com","phishing",""
"domain","saveukraine-ev[.]de","suspicious",""
"domain","saveukraine-website[.]margosolution[.]com","phishing",""
"domain","saveukraine2022[.]com[.]ua","suspicious",""
"domain","saveukraine[.]app","parked","dig ptr 204.23.161.107.in-addr.arpa"
"domain","saveukraine[.]art","suspicious",""
"domain","saveukraine[.]ca","parked",""
"domain","saveukraine[.]city","suspicious","https://urlscan.io/result/87fec2e7-69b2-43e3-b0cf-9aae1f7aabce/"
"domain","saveukraine[.]co","phishing","https://www.virustotal.com/gui/domain/saveukraine.co"
"domain","saveukraine[.]co[.]il","phishing",""
"domain","saveukraine[.]io","suspicious",""
"domain","saveukraine[.]live","phishing","https://www.virustotal.com/gui/domain/saveukraine.live"
"domain","saveukraine[.]org[.]ua","unavailable",""
"domain","saveukraine[.]pro","phishing",""
"domain","saveukraine[.]store","suspicious",""
"domain","saveukraine[.]today","parked",""
"domain","saveukraine[.]top","suspicious",""
"domain","saveukraine[.]xyz","suspicious","https://etherscan.io/address/0xee76c598d111f58d93ee77d78aeda12daba8e768, https://urlscan.io/result/ee74e80a-602d-4bd6-8f33-467d32afd3c2/"
"domain","saveukraineassistance[.]com","parked",""
"domain","saveukrainecoin[.]com","suspicious",""
"domain","saveukrainenow[.]info","unavailable",""
"domain","saveukrainenow[.]rv[.]ua","suspicious","https://urlscan.io/result/fc788342-209c-4458-b7c3-d8a00ae00df0/dom/"
"domain","saveukraineraid[.]org","phishing",""
"domain","saveukrainewelfare[.]com","phishing","https://urlscan.io/result/d2935a6a-88ea-4b17-b4b8-e1a51bbb926b/,https://urlscan.io/result/f8507b53-dd0d-4a7e-a288-c30d482df9f2/,https://urlscan.io/result/394cc634-cce5-4a2e-a30a-c4d63f1e1fb9/"
"domain","saveukrainians[.]life","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","sayukraine[.]com","parked",""
"domain","secondfrontukraine[.]com","phishing",""
"domain","securityukraine[.]com[.]ua","malware",""
"domain","sendhelptoukraine[.]com","phishing","https://www.virustotal.com/gui/domain/sendhelptoukraine.com/details"
"domain","sendhelptoukraine[.]monoglobalinvestment[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","sendpleasehelpthearmyofukraine[.]com","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","septicsystemes[.]buzz","phishing","https://urlscan.io/result/cad2d409-6ba8-414e-ab77-a7718473077f/"
"domain","shaw-brooks[.]online","suspicious","https://www.virustotal.com/gui/domain/shaw-brooks.online/relations"
"domain","shealterukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","shopingmaster[.]com","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","shopperlobby[.]com","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","showsalary[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","sikhregiment4ukraine[.]uk","unavailable",""
"domain","silence-for-ukraine[.]com","parked",""
"domain","singforukraine[.]com","parked",""
"domain","sjog4ukraine[.]uk","parked",""
"domain","slava-ukraine[.]org","phishing",""
"domain","slaveukrain[.]cc","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","smsforukraine[.]org","suspicious",""
"domain","smtp[.]prayforukraine[.]online","phishing","https://www.blockchain.com/btc/address/bc1qqhp50p9z3r4shyyu6ptuwupcyswla3zlaa69hx"
"domain","sobornaukraine[.]org","phishing",""
"domain","solidarity4ukraine[.]com[.]ua","suspicious",""
"domain","songforukraine[.]com","suspicious",""
"domain","sortie-crise-economique-ukraine[.]com","phishing","https://whois.domaintools.com/sortie-crise-economique-ukraine.com 

https://www.economie.gouv.fr/ukraine-soutiens-entreprises-francaises-impactees-economiquement#
"
"domain","sosukraine[.]ca","suspicious",""
"domain","soulofukraine[.]io","suspicious",""
"domain","spandanindianoil[.]co[.]in","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","stampukraine[.]com","suspicious","https://urlscan.io/result/7eba13f2-856d-4b9d-9a1d-8b486d848102/dom/"
"domain","stand-ukraine[.]com","suspicious",""
"domain","stand-with-ukraine[.]co","parked",""
"domain","stand-with-ukraine[.]com","suspicious","https://urlscan.io/result/7a9735c0-6558-4d83-a73a-91f0d4c67516/"
"domain","stand-with-ukraine[.]shop","phishing","https://urlscan.io/result/3c64ce5e-39f7-45e6-9efb-473fb3b72150/"
"domain","standby-ukraine[.]com","suspicious",""
"domain","standforukraine[.]org","parked",""
"domain","standswithukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","standtogetherwithukraine[.]org","suspicious",""
"domain","standupukraine[.]com","phishing",""
"domain","standwithukraine2022[.]com","suspicious",""
"domain","standwithukraine22[.]com","unavailable",""
"domain","standwithukraine[.]blog","parked",""
"domain","standwithukraine[.]com","unavailable",""
"domain","standwithukraine[.]com[.]pl","unavailable",""
"domain","standwithukraine[.]fund","suspicious","https://urlscan.io/result/a92d2eef-0510-40f2-a7a9-71843ba6b0b6/"
"domain","standwithukraine[.]in[.]ua","suspicious",""
"domain","standwithukraine[.]me","suspicious",""
"domain","standwithukraine[.]space","malware","https://www.virustotal.com/gui/domain/standwithukraine.space"
"domain","standwithukraine[.]today","suspicious","https://urlscan.io/result/2b53f4d2-cecf-4eee-90bf-02fbbb0b77ed/"
"domain","standwithukraine[.]us","suspicious",""
"domain","standwithukraineapp[.]com","suspicious",""
"domain","standwithukrainefoundation[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","standwithukraineshop[.]com","suspicious",""
"domain","standwithukrainethroughfilm[.]com","suspicious",""
"domain","standwitukraine[.]com","phishing",""
"domain","stay-with-ukraine[.]com","phishing",""
"domain","stop-russian-invasion-of-ukraine[.]com","propaganda",""
"domain","stop-warukraine[.]com","parked",""
"domain","stoprussiawithukraine[.]com","unavailable",""
"domain","stopwarinukraine[.]com[.]ua","parked",""
"domain","stopwarinukraine[.]store","suspicious",""
"domain","stopwarukraine[.]io","parked",""
"domain","strongukraine[.]org[.]ua","suspicious","https://urlscan.io/result/7c156fe4-01df-4847-be03-f1ba441f7141/"
"domain","strongukraine[.]shop","phishing",""
"domain","studioukraine[.]net","parked",""
"domain","sukrainers[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","sunflowerforukraine[.]co[.]uk","parked",""
"domain","sunvn[.]net","malware","https://twitter.com/h2jazi/status/1500859722475442178"
"domain","supersevice-ukraine[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","support-ukraine-class[.]com[.]ua","suspicious",""
"domain","support-ukraine[.]ca","suspicious",""
"domain","support-ukraine[.]com","suspicious",""
"domain","support-ukraine[.]eu","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","support4ukraine[.]com","parked",""
"domain","support4ukraine[.]info","phishing",""
"domain","support4ukraine[.]net","suspicious",""
"domain","supportcrsordonatedonateukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","supportdonate-ukraine-crs[.]xyz","phishing",""
"domain","supportitukraine[.]com","parked",""
"domain","supporttukrainers[.]com","phishing","https://mobile.twitter.com/DonPasci/status/1511830839612653572"
"domain","supportukraine24[.]org","suspicious",""
"domain","supportukraine[.]bunzo[.]org","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","supportukraine[.]com","unavailable",""
"domain","supportukraine[.]com[.]ua","phishing",""
"domain","supportukraine[.]in[.]ua","suspicious",""
"domain","supportukraine[.]io","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","supportukraine[.]net","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","supportukraine[.]org","phishing","https://bitcointalk.org/index.php?topic=5388358.0"
"domain","supportukraine[.]support","phishing","https://www.virustotal.com/gui/domain/supportukraine.support/detection"
"domain","supportukraine[.]today","phishing",""
"domain","supportukrainefreedom[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","supportukrainefunding[.]com","unavailable",""
"domain","supportukrainekidsandold[.]org","suspicious",""
"domain","supportukrainenow[.]com","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","supportukrainentoday[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","supportukrainentoday[.]com[.]carrieamie[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","supportukraines[.]org","phishing","https://mobile.twitter.com/DonPasci/status/1510014780106489858"
"domain","supportukraineshirts[.]com","malware","https://www.virustotal.com/gui/domain/supportukraineshirts.com"
"domain","surrogacyukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","suv-ukraine[.]pro","suspicious",""
"domain","swisshelpukraine[.]com","phishing",""
"domain","tadashopping[.]com","suspicious","https://blog.teechip.com/guide-to-custom-domains/"
"domain","taewong[.]com","phishing","https://urlscan.io/result/a4298510-8a27-4f09-a5f4-a75f23be0002/"
"domain","taewong[.]giveaidint[.]org","phishing","https://urlscan.io/result/a4298510-8a27-4f09-a5f4-a75f23be0002/"
"domain","tasteofukraine[.]ca","unavailable",""
